Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
.,io.jhdf,UtilsTest,testReadingSixBytesToLong,Magic Number,The method contains a magic number: 6,166
.,io.jhdf,UtilsTest,testReadingSixBytesToInt,Magic Number,The method contains a magic number: 6,174
.,io.jhdf,UtilsTest,testReadingSixBytesToInt,Magic Number,The method contains a magic number: 65536,174
.,io.jhdf,UtilsTest,testReadingSixBytesToInt,Magic Number,The method contains a magic number: 6,174
.,io.jhdf,UtilsTest,testReadingSevenBytesToLong,Magic Number,The method contains a magic number: 7,182
.,io.jhdf,UtilsTest,testReadingSevenBytesToLong,Magic Number,The method contains a magic number: 281474976710656L,182
.,io.jhdf,UtilsTest,testReadingSevenBytesToLong,Magic Number,The method contains a magic number: 7,182
.,io.jhdf,UtilsTest,testReadingEightBytesToLong,Magic Number,The method contains a magic number: 8,190
.,io.jhdf,UtilsTest,testReadingEightBytesToLong,Magic Number,The method contains a magic number: 12L,190
.,io.jhdf,UtilsTest,testReadingEightBytesToLong,Magic Number,The method contains a magic number: 8,190
.,io.jhdf,UtilsTest,testReadingUnsupportedLengthLongThrows,Magic Number,The method contains a magic number: 9,198
.,io.jhdf,UtilsTest,testReadingEightByteNegativeIntegerThrows,Magic Number,The method contains a magic number: 8,205
.,io.jhdf,UtilsTest,testReadingEightByteNegativeIntegerThrows,Magic Number,The method contains a magic number: 462,205
.,io.jhdf,UtilsTest,testReadingEightByteNegativeIntegerThrows,Magic Number,The method contains a magic number: 8,205
.,io.jhdf,UtilsTest,testReadingEightByteNegativeLongThrows,Magic Number,The method contains a magic number: 8,214
.,io.jhdf,UtilsTest,testReadingEightByteNegativeLongThrows,Magic Number,The method contains a magic number: 462,214
.,io.jhdf,UtilsTest,testReadingEightByteNegativeLongThrows,Magic Number,The method contains a magic number: 8,214
.,io.jhdf,UtilsTest,testReadingOneByteToInt,Magic Number,The method contains a magic number: 12,223
.,io.jhdf,UtilsTest,testReadingTwoBytesToInt,Magic Number,The method contains a magic number: 2,231
.,io.jhdf,UtilsTest,testReadingTwoBytesToInt,Magic Number,The method contains a magic number: 12,231
.,io.jhdf,UtilsTest,testReadingTwoBytesToInt,Magic Number,The method contains a magic number: 2,231
.,io.jhdf,UtilsTest,testReadingThreeBytesToInt,Magic Number,The method contains a magic number: 3,239
.,io.jhdf,UtilsTest,testReadingThreeBytesToInt,Magic Number,The method contains a magic number: 65536,239
.,io.jhdf,UtilsTest,testReadingThreeBytesToInt,Magic Number,The method contains a magic number: 3,239
.,io.jhdf,UtilsTest,testReadingFourBytesToInt,Magic Number,The method contains a magic number: 4,247
.,io.jhdf,UtilsTest,testReadingFourBytesToInt,Magic Number,The method contains a magic number: 12,247
.,io.jhdf,UtilsTest,testReadingFourBytesToInt,Magic Number,The method contains a magic number: 4,247
.,io.jhdf,UtilsTest,testReadingFourBytesToIntThatCantBeUnsigned,Magic Number,The method contains a magic number: 127,255
.,io.jhdf,UtilsTest,testReadingFourBytesToIntThatCantBeUnsigned,Magic Number,The method contains a magic number: 127,255
.,io.jhdf,UtilsTest,testReadingFourBytesToIntThatCantBeUnsigned,Magic Number,The method contains a magic number: 127,255
.,io.jhdf,UtilsTest,testReadingFourBytesToIntThatCantBeUnsigned,Magic Number,The method contains a magic number: 127,255
.,io.jhdf,UtilsTest,testReadingFourBytesToIntThatCantBeUnsigned,Magic Number,The method contains a magic number: 4,255
.,io.jhdf,UtilsTest,testReadingEightBytesToInt,Magic Number,The method contains a magic number: 8,262
.,io.jhdf,UtilsTest,testReadingEightBytesToInt,Magic Number,The method contains a magic number: 12,262
.,io.jhdf,UtilsTest,testReadingEightBytesToInt,Magic Number,The method contains a magic number: 8,262
.,io.jhdf,UtilsTest,testReadingUnsupportedLengthThrows,Magic Number,The method contains a magic number: 9,270
.,io.jhdf,UtilsTest,testReadingLargeLongThrows,Magic Number,The method contains a magic number: 8,277
.,io.jhdf,UtilsTest,testReadingLargeLongThrows,Magic Number,The method contains a magic number: 8,277
.,io.jhdf,UtilsTest,testReadingUndefinedAddressSpecialCaseWorks,Magic Number,The method contains a magic number: 8,285
.,io.jhdf,UtilsTest,testReadingUndefinedAddressSpecialCaseWorks,Magic Number,The method contains a magic number: 8,285
.,io.jhdf,UtilsTest,testCreatingSubBuffer,Magic Number,The method contains a magic number: 3,293
.,io.jhdf,UtilsTest,testCreatingSubBuffer,Magic Number,The method contains a magic number: 3,293
.,io.jhdf,UtilsTest,testCreatingSubBuffer,Magic Number,The method contains a magic number: 3,293
.,io.jhdf,UtilsTest,testBitsToInt,Magic Number,The method contains a magic number: 8,305
.,io.jhdf,UtilsTest,testBitsToInt,Magic Number,The method contains a magic number: 5,305
.,io.jhdf,UtilsTest,testBitsToInt,Magic Number,The method contains a magic number: 2,305
.,io.jhdf,UtilsTest,testBitsToInt,Magic Number,The method contains a magic number: 3,305
.,io.jhdf,UtilsTest,testBitsToInt,Magic Number,The method contains a magic number: 2,305
.,io.jhdf,UtilsTest,testBitsToInt,Magic Number,The method contains a magic number: 3,305
.,io.jhdf,UtilsTest,testBitsToInt,Magic Number,The method contains a magic number: 7,305
.,io.jhdf,UtilsTest,testBitsToInt,Magic Number,The method contains a magic number: 7,305
.,io.jhdf,UtilsTest,testBitsToInt,Magic Number,The method contains a magic number: 7,305
.,io.jhdf,UtilsTest,testBitsToInt,Magic Number,The method contains a magic number: 8,305
.,io.jhdf,UtilsTest,testBitsToInt,Magic Number,The method contains a magic number: 128,305
.,io.jhdf,UtilsTest,testBitsToInt,Magic Number,The method contains a magic number: 7,305
.,io.jhdf,UtilsTest,testBitsToInt,Magic Number,The method contains a magic number: 5,305
.,io.jhdf,UtilsTest,testBitsToInt,Magic Number,The method contains a magic number: 3,305
.,io.jhdf,UtilsTest,testBitsToInt,Magic Number,The method contains a magic number: 4,305
.,io.jhdf,UtilsTest,testBitsToIntThrowsWithNegativeLength,Magic Number,The method contains a magic number: 8,324
.,io.jhdf,UtilsTest,testBitsToIntThrowsWithNegativeLength,Magic Number,The method contains a magic number: 3,324
.,io.jhdf,UtilsTest,testBytesNeededToHoldNumber,Magic Number,The method contains a magic number: 2,330
.,io.jhdf,UtilsTest,testBytesNeededToHoldNumber,Magic Number,The method contains a magic number: 255,330
.,io.jhdf,UtilsTest,testBytesNeededToHoldNumber,Magic Number,The method contains a magic number: 256,330
.,io.jhdf,UtilsTest,testBytesNeededToHoldNumber,Magic Number,The method contains a magic number: 2,330
.,io.jhdf,UtilsTest,testBytesNeededToHoldNumber,Magic Number,The method contains a magic number: 65535,330
.,io.jhdf,UtilsTest,testBytesNeededToHoldNumber,Magic Number,The method contains a magic number: 2,330
.,io.jhdf,UtilsTest,testBytesNeededToHoldNumber,Magic Number,The method contains a magic number: 65536,330
.,io.jhdf,UtilsTest,testBytesNeededToHoldNumber,Magic Number,The method contains a magic number: 3,330
.,io.jhdf,UtilsTest,testBytesNeededToHoldNumberThrowsWithNegative,Magic Number,The method contains a magic number: 123,346
.,io.jhdf,UtilsTest,chunkIndexToChunkOffset,Long Statement,The length of the statement "assertThat(Utils.chunkIndexToChunkOffset(chunkIndex`chunkDimensions`datasetDimensions)`is(equalTo(expectedChunkOffset)));" is 121.,351
.,io.jhdf,UtilsTest,chunkIndexToChunkOffset,Long Statement,The length of the statement "return Stream.of(Arguments.of(0`new int[]{2}`new int[]{5}`new int[]{0})`Arguments.of(1`new int[]{2}`new int[]{5}`new int[]{2})`Arguments.of(2`new int[]{2}`new int[]{5}`new int[]{4})`Arguments.of(3`new int[]{2}`new int[]{5}`new int[]{6})`Arguments.of(0`new int[]{2`3}`new int[]{7`5}`new int[]{0`0})`Arguments.of(1`new int[]{2`3}`new int[]{7`5}`new int[]{0`3})`Arguments.of(2`new int[]{2`3}`new int[]{7`5}`new int[]{2`0})`Arguments.of(3`new int[]{2`3}`new int[]{7`5}`new int[]{2`3})`Arguments.of(4`new int[]{2`3}`new int[]{7`5}`new int[]{4`0})`Arguments.of(5`new int[]{2`3}`new int[]{7`5}`new int[]{4`3})`Arguments.of(6`new int[]{2`3}`new int[]{7`5}`new int[]{6`0})`Arguments.of(7`new int[]{2`3}`new int[]{7`5}`new int[]{6`3})`Arguments.of(0`new int[]{3`5}`new int[]{9`20}`new int[]{0`0})`Arguments.of(1`new int[]{3`5}`new int[]{9`20}`new int[]{0`5})`Arguments.of(2`new int[]{3`5}`new int[]{9`20}`new int[]{0`10})`Arguments.of(3`new int[]{3`5}`new int[]{9`20}`new int[]{0`15})`Arguments.of(4`new int[]{3`5}`new int[]{9`20}`new int[]{3`0})`Arguments.of(5`new int[]{3`5}`new int[]{9`20}`new int[]{3`5})`Arguments.of(6`new int[]{3`5}`new int[]{9`20}`new int[]{3`10})`Arguments.of(7`new int[]{3`5}`new int[]{9`20}`new int[]{3`15})`Arguments.of(8`new int[]{3`5}`new int[]{9`20}`new int[]{6`0})`Arguments.of(9`new int[]{3`5}`new int[]{9`20}`new int[]{6`5})`Arguments.of(10`new int[]{3`5}`new int[]{9`20}`new int[]{6`10})`Arguments.of(11`new int[]{3`5}`new int[]{9`20}`new int[]{6`15})`Arguments.of(0`new int[]{2`3`4}`new int[]{7`5`6}`new int[]{0`0`0})`Arguments.of(1`new int[]{2`3`4}`new int[]{7`5`6}`new int[]{0`0`4})`Arguments.of(2`new int[]{2`3`4}`new int[]{7`5`6}`new int[]{0`3`0})`Arguments.of(3`new int[]{2`3`4}`new int[]{7`5`6}`new int[]{0`3`4})`Arguments.of(4`new int[]{2`3`4}`new int[]{7`5`6}`new int[]{2`0`0})`Arguments.of(5`new int[]{2`3`4}`new int[]{7`5`6}`new int[]{2`0`4})`Arguments.of(6`new int[]{2`3`4}`new int[]{7`5`6}`new int[]{2`3`0})`Arguments.of(7`new int[]{2`3`4}`new int[]{7`5`6}`new int[]{2`3`4})`Arguments.of(8`new int[]{2`3`4}`new int[]{7`5`6}`new int[]{4`0`0}));" is 2081.,357
.,io.jhdf,UtilsTest,chunkIndexToChunkOffset,Magic Number,The method contains a magic number: 2,357
.,io.jhdf,UtilsTest,chunkIndexToChunkOffset,Magic Number,The method contains a magic number: 3,357
.,io.jhdf,UtilsTest,chunkIndexToChunkOffset,Magic Number,The method contains a magic number: 2,357
.,io.jhdf,UtilsTest,chunkIndexToChunkOffset,Magic Number,The method contains a magic number: 3,357
.,io.jhdf,UtilsTest,chunkIndexToChunkOffset,Magic Number,The method contains a magic number: 4,357
.,io.jhdf,UtilsTest,chunkIndexToChunkOffset,Magic Number,The method contains a magic number: 5,357
.,io.jhdf,UtilsTest,chunkIndexToChunkOffset,Magic Number,The method contains a magic number: 6,357
.,io.jhdf,UtilsTest,chunkIndexToChunkOffset,Magic Number,The method contains a magic number: 7,357
.,io.jhdf,UtilsTest,chunkIndexToChunkOffset,Magic Number,The method contains a magic number: 2,357
.,io.jhdf,UtilsTest,chunkIndexToChunkOffset,Magic Number,The method contains a magic number: 3,357
.,io.jhdf,UtilsTest,chunkIndexToChunkOffset,Magic Number,The method contains a magic number: 4,357
.,io.jhdf,UtilsTest,chunkIndexToChunkOffset,Magic Number,The method contains a magic number: 5,357
.,io.jhdf,UtilsTest,chunkIndexToChunkOffset,Magic Number,The method contains a magic number: 6,357
.,io.jhdf,UtilsTest,chunkIndexToChunkOffset,Magic Number,The method contains a magic number: 7,357
.,io.jhdf,UtilsTest,chunkIndexToChunkOffset,Magic Number,The method contains a magic number: 8,357
.,io.jhdf,UtilsTest,chunkIndexToChunkOffset,Magic Number,The method contains a magic number: 9,357
.,io.jhdf,UtilsTest,chunkIndexToChunkOffset,Magic Number,The method contains a magic number: 10,357
.,io.jhdf,UtilsTest,chunkIndexToChunkOffset,Magic Number,The method contains a magic number: 11,357
.,io.jhdf,UtilsTest,chunkIndexToChunkOffset,Magic Number,The method contains a magic number: 2,357
.,io.jhdf,UtilsTest,chunkIndexToChunkOffset,Magic Number,The method contains a magic number: 3,357
.,io.jhdf,UtilsTest,chunkIndexToChunkOffset,Magic Number,The method contains a magic number: 4,357
.,io.jhdf,UtilsTest,chunkIndexToChunkOffset,Magic Number,The method contains a magic number: 5,357
.,io.jhdf,UtilsTest,chunkIndexToChunkOffset,Magic Number,The method contains a magic number: 6,357
.,io.jhdf,UtilsTest,chunkIndexToChunkOffset,Magic Number,The method contains a magic number: 7,357
.,io.jhdf,UtilsTest,chunkIndexToChunkOffset,Magic Number,The method contains a magic number: 8,357
.,io.jhdf,UtilsTest,testDimensionIndexToLinearIndex,Long Statement,The length of the statement "return Stream.of(Arguments.of(new long[]{0`0}`new int[]{4`7}`0)`Arguments.of(new long[]{1`1}`new int[]{4`4}`5)`Arguments.of(new long[]{1`1}`new int[]{4`40}`41)`Arguments.of(new long[]{1`1}`new int[]{300`40}`41)`Arguments.of(new long[]{0`1`1}`new int[]{300`40`20}`21)`Arguments.of(new long[]{1`1`1}`new int[]{300`40`20}`821)`Arguments.of(new long[]{0`0`0}`new int[]{300`40`20}`0)`Arguments.of(new long[]{3`0`0}`new int[]{300`40`20}`40 * 20 * 3)`Arguments.of(new long[]{3`1`0}`new int[]{300`40`20}`40 * 20 * 3 + 20)`Arguments.of(new long[]{3`1`3}`new int[]{300`40`20}`40 * 20 * 3 + 20 + 3));" is 589.,424
.,io.jhdf,UtilsTest,testDimensionIndexToLinearIndex,Magic Number,The method contains a magic number: 5,424
.,io.jhdf,UtilsTest,testDimensionIndexToLinearIndex,Magic Number,The method contains a magic number: 41,424
.,io.jhdf,UtilsTest,testDimensionIndexToLinearIndex,Magic Number,The method contains a magic number: 41,424
.,io.jhdf,UtilsTest,testDimensionIndexToLinearIndex,Magic Number,The method contains a magic number: 21,424
.,io.jhdf,UtilsTest,testDimensionIndexToLinearIndex,Magic Number,The method contains a magic number: 821,424
.,io.jhdf,UtilsTest,testDimensionIndexToLinearIndex,Magic Number,The method contains a magic number: 40,424
.,io.jhdf,UtilsTest,testDimensionIndexToLinearIndex,Magic Number,The method contains a magic number: 20,424
.,io.jhdf,UtilsTest,testDimensionIndexToLinearIndex,Magic Number,The method contains a magic number: 3,424
.,io.jhdf,UtilsTest,testDimensionIndexToLinearIndex,Magic Number,The method contains a magic number: 40,424
.,io.jhdf,UtilsTest,testDimensionIndexToLinearIndex,Magic Number,The method contains a magic number: 20,424
.,io.jhdf,UtilsTest,testDimensionIndexToLinearIndex,Magic Number,The method contains a magic number: 3,424
.,io.jhdf,UtilsTest,testDimensionIndexToLinearIndex,Magic Number,The method contains a magic number: 20,424
.,io.jhdf,UtilsTest,testDimensionIndexToLinearIndex,Magic Number,The method contains a magic number: 40,424
.,io.jhdf,UtilsTest,testDimensionIndexToLinearIndex,Magic Number,The method contains a magic number: 20,424
.,io.jhdf,UtilsTest,testDimensionIndexToLinearIndex,Magic Number,The method contains a magic number: 3,424
.,io.jhdf,UtilsTest,testDimensionIndexToLinearIndex,Magic Number,The method contains a magic number: 20,424
.,io.jhdf,UtilsTest,testDimensionIndexToLinearIndex,Magic Number,The method contains a magic number: 3,424
.,io.jhdf,UtilsTest,testDimensionIndexToLinearIndexExceptions,Magic Number,The method contains a magic number: 4,439
.,io.jhdf,UtilsTest,testDimensionIndexToLinearIndexExceptions,Magic Number,The method contains a magic number: 3,439
.,io.jhdf,UtilsTest,testGetSetBit,Long Statement,The length of the statement "return Stream.of(Arguments.of(new int[]{8}`BigInteger.valueOf(2).pow(8).intValue())`Arguments.of(new int[]{8`0}`BigInteger.valueOf(2).pow(8).intValue() + 1)`Arguments.of(new int[]{8`1}`BigInteger.valueOf(2).pow(8).intValue() + 2)`Arguments.of(new int[]{31}`Integer.MIN_VALUE)`Arguments.of(new int[]{31`0}`Integer.MIN_VALUE + 1)`Arguments.of(new int[]{}`0)`Arguments.of(new int[]{10}`BigInteger.valueOf(2).pow(10).intValue())`Arguments.of(IntStream.range(0`31).toArray()`Integer.MAX_VALUE)`Arguments.of(IntStream.range(0`32).toArray()`-1));" is 539.,458
.,io.jhdf,UtilsTest,testGetSetBit,Magic Number,The method contains a magic number: 2,458
.,io.jhdf,UtilsTest,testGetSetBit,Magic Number,The method contains a magic number: 8,458
.,io.jhdf,UtilsTest,testGetSetBit,Magic Number,The method contains a magic number: 2,458
.,io.jhdf,UtilsTest,testGetSetBit,Magic Number,The method contains a magic number: 8,458
.,io.jhdf,UtilsTest,testGetSetBit,Magic Number,The method contains a magic number: 2,458
.,io.jhdf,UtilsTest,testGetSetBit,Magic Number,The method contains a magic number: 8,458
.,io.jhdf,UtilsTest,testGetSetBit,Magic Number,The method contains a magic number: 2,458
.,io.jhdf,UtilsTest,testGetSetBit,Magic Number,The method contains a magic number: 2,458
.,io.jhdf,UtilsTest,testGetSetBit,Magic Number,The method contains a magic number: 10,458
.,io.jhdf,UtilsTest,testGetSetBit,Magic Number,The method contains a magic number: 31,458
.,io.jhdf,UtilsTest,testGetSetBit,Magic Number,The method contains a magic number: 32,458
.,io.jhdf,UtilsTest,testGetSetBit,Magic Number,The method contains a magic number: 4,472
.,io.jhdf,UtilsTest,testGetSetBit,Magic Number,The method contains a magic number: 8,472
.,io.jhdf,UtilsTest,testSetBitException,Magic Number,The method contains a magic number: 5,496
.,io.jhdf,UtilsTest,testSetBitException,Magic Number,The method contains a magic number: 3,496
.,io.jhdf,UtilsTest,testSetBitException,Magic Number,The method contains a magic number: 5,496
.,io.jhdf,UtilsTest,testSetBitException,Magic Number,The method contains a magic number: 8,496
.,io.jhdf.btree,BTreeV1,readHeaderAndValidateSignature,Magic Number,The method contains a magic number: 4,83
.,io.jhdf.btree,BTreeV1,BTreeV1,Magic Number,The method contains a magic number: 8,95
.,io.jhdf.btree,BTreeV1,BTreeV1,Magic Number,The method contains a magic number: 6,95
.,io.jhdf.btree,BTreeV1,BTreeV1,Magic Number,The method contains a magic number: 2,95
.,io.jhdf.btree,BTreeV2,BTreeV2,Complex Conditional,The conditional expression (nodeType == 10 || nodeType == 11) && datasetInfo == null is complex.,68
.,io.jhdf.btree,BTreeV2,BTreeV2,Magic Number,The method contains a magic number: 16,68
.,io.jhdf.btree,BTreeV2,BTreeV2,Magic Number,The method contains a magic number: 2,68
.,io.jhdf.btree,BTreeV2,BTreeV2,Magic Number,The method contains a magic number: 4,68
.,io.jhdf.btree,BTreeV2,BTreeV2,Magic Number,The method contains a magic number: 4,68
.,io.jhdf.btree,BTreeV2,BTreeV2,Magic Number,The method contains a magic number: 10,68
.,io.jhdf.btree,BTreeV2,BTreeV2,Magic Number,The method contains a magic number: 11,68
.,io.jhdf.btree,BTreeV2,BTreeV2,Magic Number,The method contains a magic number: 4,68
.,io.jhdf.btree,BTreeV2,BTreeV2,Magic Number,The method contains a magic number: 2,68
.,io.jhdf.btree,BTreeV2,BTreeV2,Magic Number,The method contains a magic number: 2,68
.,io.jhdf.btree,BTreeV2,BTreeV2,Magic Number,The method contains a magic number: 2,68
.,io.jhdf.btree,BTreeV2,readRecords,Complex Method,Cyclomatic complexity of the method is 8,117
.,io.jhdf.btree,BTreeV2,readRecords,Long Parameter List,The method has 6 parameters. ,117
.,io.jhdf.btree,BTreeV2,readRecords,Long Statement,The length of the statement "int sizeOfNumberOfRecords=getSizeOfNumberOfRecords(nodeSize`depth`totalRecords`recordSize`hdfBackingStorage.getSizeOfOffsets());" is 128.,117
.,io.jhdf.btree,BTreeV2,readRecords,Magic Number,The method contains a magic number: 4,117
.,io.jhdf.btree,BTreeV2,readRecords,Magic Number,The method contains a magic number: 4,117
.,io.jhdf.btree,BTreeV2,getSizeOfNumberOfRecords,Long Parameter List,The method has 5 parameters. ,165
.,io.jhdf.btree,BTreeV2,getSizeOfNumberOfRecords,Magic Number,The method contains a magic number: 2,165
.,io.jhdf.btree,BTreeV2,bytesNeededToHoldNumber,Magic Number,The method contains a magic number: 8,181
.,io.jhdf.btree,BTreeV2,bytesNeededToHoldNumber,Magic Number,The method contains a magic number: 8,181
.,io.jhdf.btree,BTreeV2,getSizeOfTotalNumberOfChildRecords,Magic Number,The method contains a magic number: 8,185
.,io.jhdf.btree,BTreeV2,getSizeOfTotalNumberOfChildRecords,Magic Number,The method contains a magic number: 8,185
.,io.jhdf.btree,BTreeV1Test,testGroupBTreeNode,Magic Number,The method contains a magic number: 136,51
.,io.jhdf.btree,BTreeV1Test,testGroupBTreeNode,Magic Number,The method contains a magic number: 136L,51
.,io.jhdf.btree,BTreeV1Test,testGroupBTreeNode,Magic Number,The method contains a magic number: 1504L,51
.,io.jhdf.btree,BTreeV1Test,testDataBTreeNode,Magic Number,The method contains a magic number: 2104,63
.,io.jhdf.btree,BTreeV1Test,testDataBTreeNode,Magic Number,The method contains a magic number: 3,63
.,io.jhdf.btree,BTreeV1Test,testDataBTreeNode,Magic Number,The method contains a magic number: 2104L,63
.,io.jhdf.btree,BTreeV1Test,testDataBTreeNode,Magic Number,The method contains a magic number: 20,63
.,io.jhdf.btree,BTreeV1Test,testDataBTreeNode,Magic Number,The method contains a magic number: 20,63
.,io.jhdf.btree,BTreeV1Test,testDataBTreeNode,Magic Number,The method contains a magic number: 20,63
.,io.jhdf.btree,BTreeV1Test,testCreatingBTreeOfDataTypeWithGroupThrows,Magic Number,The method contains a magic number: 136,75
.,io.jhdf.btree,BTreeV1Test,testCreatingBTreeOfDataTypeWithGroupThrows,Magic Number,The method contains a magic number: 1245,75
.,io.jhdf.btree,BTreeV1Test,testCreatingBTreeOfGroupTypeWithDataThrows,Magic Number,The method contains a magic number: 2104,80
.,io.jhdf.btree.record,AttributeNameForIndexedAttributesRecord,AttributeNameForIndexedAttributesRecord,Long Statement,The length of the statement "throw new HdfException("Invalid length buffer for AttributeNameForIndexedAttributesRecord. remaining bytes = " + bb.remaining());" is 129.,25
.,io.jhdf.btree.record,AttributeNameForIndexedAttributesRecord,AttributeNameForIndexedAttributesRecord,Magic Number,The method contains a magic number: 17,25
.,io.jhdf.btree.record,AttributeNameForIndexedAttributesRecord,AttributeNameForIndexedAttributesRecord,Magic Number,The method contains a magic number: 8,25
.,io.jhdf.btree.record,AttributeNameForIndexedAttributesRecord,AttributeNameForIndexedAttributesRecord,Magic Number,The method contains a magic number: 4,25
.,io.jhdf.btree.record,AttributeNameForIndexedAttributesRecord,AttributeNameForIndexedAttributesRecord,Magic Number,The method contains a magic number: 4,25
.,io.jhdf.btree.record,BTreeRecord,readRecord,Complex Method,Cyclomatic complexity of the method is 13,20
.,io.jhdf.btree.record,BTreeRecord,readRecord,Magic Number,The method contains a magic number: 2,20
.,io.jhdf.btree.record,BTreeRecord,readRecord,Magic Number,The method contains a magic number: 3,20
.,io.jhdf.btree.record,BTreeRecord,readRecord,Magic Number,The method contains a magic number: 4,20
.,io.jhdf.btree.record,BTreeRecord,readRecord,Magic Number,The method contains a magic number: 5,20
.,io.jhdf.btree.record,BTreeRecord,readRecord,Magic Number,The method contains a magic number: 6,20
.,io.jhdf.btree.record,BTreeRecord,readRecord,Magic Number,The method contains a magic number: 7,20
.,io.jhdf.btree.record,BTreeRecord,readRecord,Magic Number,The method contains a magic number: 8,20
.,io.jhdf.btree.record,BTreeRecord,readRecord,Magic Number,The method contains a magic number: 9,20
.,io.jhdf.btree.record,BTreeRecord,readRecord,Magic Number,The method contains a magic number: 10,20
.,io.jhdf.btree.record,BTreeRecord,readRecord,Magic Number,The method contains a magic number: 11,20
.,io.jhdf.btree.record,BTreeRecord,readRecord,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@d9f667a,20
.,io.jhdf.btree.record,FilteredDatasetChunks,FilteredDatasetChunks,Magic Number,The method contains a magic number: 8,29
.,io.jhdf.btree.record,FilteredDatasetChunks,FilteredDatasetChunks,Magic Number,The method contains a magic number: 8,29
.,io.jhdf.btree.record,FilteredDatasetChunks,FilteredDatasetChunks,Magic Number,The method contains a magic number: 4,29
.,io.jhdf.btree.record,FilteredDatasetChunks,FilteredDatasetChunks,Magic Number,The method contains a magic number: 8,29
.,io.jhdf.btree.record,FilteredDatasetChunks,FilteredDatasetChunks,Magic Number,The method contains a magic number: 8,29
.,io.jhdf.btree.record,HugeFractalHeapObjectUnfilteredRecord,HugeFractalHeapObjectUnfilteredRecord,Long Statement,The length of the statement "throw new HdfException("Invalid length buffer for " + "HugeFractalHeapObjectUnfilteredRecord. remaining bytes = " + bb.remaining());" is 132.,22
.,io.jhdf.btree.record,HugeFractalHeapObjectUnfilteredRecord,HugeFractalHeapObjectUnfilteredRecord,Magic Number,The method contains a magic number: 24,22
.,io.jhdf.btree.record,HugeFractalHeapObjectUnfilteredRecord,HugeFractalHeapObjectUnfilteredRecord,Magic Number,The method contains a magic number: 8,22
.,io.jhdf.btree.record,HugeFractalHeapObjectUnfilteredRecord,HugeFractalHeapObjectUnfilteredRecord,Magic Number,The method contains a magic number: 8,22
.,io.jhdf.btree.record,HugeFractalHeapObjectUnfilteredRecord,HugeFractalHeapObjectUnfilteredRecord,Magic Number,The method contains a magic number: 8,22
.,io.jhdf.btree.record,LinkNameForIndexedGroupRecord,LinkNameForIndexedGroupRecord,Magic Number,The method contains a magic number: 11,22
.,io.jhdf.btree.record,LinkNameForIndexedGroupRecord,LinkNameForIndexedGroupRecord,Magic Number,The method contains a magic number: 4,22
.,io.jhdf.btree.record,LinkNameForIndexedGroupRecord,LinkNameForIndexedGroupRecord,Magic Number,The method contains a magic number: 7,22
.,io.jhdf.btree.record,NonFilteredDatasetChunks,NonFilteredDatasetChunks,Magic Number,The method contains a magic number: 8,28
.,io.jhdf.btree.record,NonFilteredDatasetChunks,NonFilteredDatasetChunks,Magic Number,The method contains a magic number: 8,28
.,io.jhdf.btree.record,BTreeRecordTest,testUnsupportedRecordTypesThrow,Magic Number,The method contains a magic number: 2,20
.,io.jhdf.btree.record,BTreeRecordTest,testUnsupportedRecordTypesThrow,Magic Number,The method contains a magic number: 3,20
.,io.jhdf.btree.record,BTreeRecordTest,testUnsupportedRecordTypesThrow,Magic Number,The method contains a magic number: 4,20
.,io.jhdf.btree.record,BTreeRecordTest,testUnsupportedRecordTypesThrow,Magic Number,The method contains a magic number: 6,20
.,io.jhdf.btree.record,BTreeRecordTest,testUnsupportedRecordTypesThrow,Magic Number,The method contains a magic number: 7,20
.,io.jhdf.btree.record,BTreeRecordTest,testUnsupportedRecordTypesThrow,Magic Number,The method contains a magic number: 9,20
.,io.jhdf.btree.record,BTreeRecordTest,testUnreconizedRecordTypeThrows,Magic Number,The method contains a magic number: 63,31
.,io.jhdf.btree.record,LinkNameForIndexedGroupRecordTest,testParsingBuffer,Magic Number,The method contains a magic number: 11,24
.,io.jhdf.btree.record,LinkNameForIndexedGroupRecordTest,testParsingBuffer,Magic Number,The method contains a magic number: 123456,24
.,io.jhdf.btree.record,LinkNameForIndexedGroupRecordTest,testParsingBuffer,Magic Number,The method contains a magic number: 123456L,24
.,io.jhdf.btree.record,LinkNameForIndexedGroupRecordTest,testParsingBuffer,Magic Number,The method contains a magic number: 7,24
.,io.jhdf.btree.record,LinkNameForIndexedGroupRecordTest,testInvalidLengthBufferThrows,Magic Number,The method contains a magic number: 4,40
.,io.jhdf.checksum,ChecksumUtils,validateChecksum,Magic Number,The method contains a magic number: 4,22
.,io.jhdf.checksum,JenkinsLookup3HashLittle,finalMix,Magic Number,The method contains a magic number: 14,113
.,io.jhdf.checksum,JenkinsLookup3HashLittle,finalMix,Magic Number,The method contains a magic number: 11,113
.,io.jhdf.checksum,JenkinsLookup3HashLittle,finalMix,Magic Number,The method contains a magic number: 25,113
.,io.jhdf.checksum,JenkinsLookup3HashLittle,finalMix,Magic Number,The method contains a magic number: 16,113
.,io.jhdf.checksum,JenkinsLookup3HashLittle,finalMix,Magic Number,The method contains a magic number: 4,113
